,khipu_id,kfg_name,okr_name,original_name,legal_filename,nickname,museum_name,museum_num,museum_description,region,provenance,num_cord_clusters,mean_cords_per_cluster,max_subsidiary_branches,num_top_cord_double_sum_clusters,num_top_cord_sum_clusters,num_banded_clusters,num_seriated_clusters,num_decreasing_clusters,benford_match,hierarchical_cluster_pos,num_canuto_cords,num_cords,recto_cords,verso_cords,r_ratio,v_ratio,rv_cords,num_pendant_cords,num_nonzero_top_pendant_cords,num_top_cords,num_subsidiary_cords,num_s_cords,num_z_cords,mean_cord_value,fanout_ratio,num_total_cords,num_ascher_colors,knot_cluster_count,knot_count,mean_knots_per_cord,num_s_knots,num_z_knots,percent_s_knots,percent_z_knots,notes,pcord_notes
640,6000083,UR144,KH0384,UR144,UR144,,On loan to Ica Museum,820,,Unknown,Valle de Pisco,96,1.0,1,0,0,96,0,0,0.7851409148468567,610,55,96,0,0,0.0,0.0,0,96,0,0,0,0,95,10,1.0,96,2,164,166,1.7291666666666667,165,1,0.9939759036144579,0.006024096385542169,,
478,1000522,UR211,KH0449,UR211,UR211,,"Ethnologisches Museum, Berlin, Germany",16141 b,,"South Coast, Peru",Ica/Pisco,19,5.0,1,0,0,17,2,3,0.7907109807673618,490,0,95,0,95,0.0,100.0,95,95,0,0,0,95,0,98,1.0,95,13,111,129,1.3578947368421053,126,1,0.9767441860465116,0.007751937984496124,,
247,1000375,UR051,KH0281,UR051,UR051,,Banco Central de la Reserva del Peru,ATE3567,,Unknown,Unknown,15,6.533333333333333,2,0,0,15,0,1,0.7141364244180671,420,75,98,0,0,0.0,0.0,0,93,0,0,5,60,24,7,1.053763440860215,98,4,170,172,1.7551020408163265,170,0,0.9883720930232558,0.0,,
539,1000617,UR274A,KH0512,UR274A,UR274A,,Proyecto Inahuasi,13832-2014,,Unknown,Incahuasi,31,3.0,1,0,0,6,25,7,0.34198706746268126,11,0,93,1,92,1.0,99.0,93,93,0,0,0,93,0,133,1.0,93,8,96,311,3.3440860215053765,19,292,0.06109324758842444,0.9389067524115756,,
47,1000366,AS074,KH0087,AS074,AS074,,"Musee de l Homme, Paris, France",64.19.1.7,,Unknown,Unknown,21,4.571428571428571,2,0,0,3,18,1,0.22113927986457793,600,3,96,96,0,100.0,0.0,96,93,0,0,3,96,0,4,1.032258064516129,96,6,46,55,0.5729166666666666,48,6,0.8727272727272727,0.10909090909090909,"1.A detached pendant was associated with the quipu. It is color MB, has length 22.o cm with a finished end, and has value 0 (or blank). We assume it comes from position 67.<br/>2. Quipus AS74-As80 are contained in a wicker basket. The Museum designates this as given by Henry Reichlen and from the Nazca Valley. Further, AS74-AS79 are noted as from Inca burials, Ancon, Central Coast. The basket has a hinged lid and is rectangular in shape (40 cm. x 18 cm. x 11 cm). Also contained in the basket are 2 black (LK) wool cords of 408 cm. and 224 cm.; 27 prepared pendant blanks (12W and 15B) all 28.o cm..-31.ocm. in length, strung on a loop of cord (color B); 7 smooth pebbles; and 79 beans. The beans have been identified by Professor Lawrence Kaplan, University of Massachusettes as seeds of Phaseolus vulgaris, the common bean.<br/>By spacing, AS74 contains 1 group of 5 pendants; 2 single pendants; 9 groups of 5 pendants each; a single short differently colored cord serving as a marker; and 8 groups of 5 pendants each.<br/>4. With the exception of 1 pendant (P1), all groups of 5 pendants have the same color pattern: YB, W, W MB, B. Subsidiaries appear only on the second pendant in the groups and all are colored MB-W.<br/>5. By spacing, marker, and values, the quipu is in 3 parts: part I is 7 pendants (1 group if 5 and 3 singles); part II is 9 groups; and part III is 8 groups. All pendants in the part II are zero valued (or blank); all in part III have values 0-10; and part I has larger values and 2 values on some pendants. On 2 of the double-valued pendants, the lower value equals the sum of the values in the corresponding pendant position in the groups of part III.<br/>6. We hypothesize that part I in some way serves as a summary of the other 2 parts and that the 9 blank groups indicate that the quipu is incomplete.<br/>7. Comparison of AS74-AS80:",
614,6000056,QU007,QU007,QU07,QU007,,Dallas Museum of Art,B372/T41299.28,,"Inka, Late Horizon",Unknown,23,6.826086956521739,3,0,0,19,4,0,0.8466632085020228,496,1,157,33,122,21.0,79.0,155,91,0,0,66,157,0,4,1.7252747252747254,157,10,95,151,0.9617834394904459,66,85,0.4370860927152318,0.5629139072847682,,
633,6000075,UR039,KH0271,UR039,UR039,,Universidad de San Martin de Porres,unnumbered,,Unknown,Huari,91,1.0,1,0,0,91,0,0,0.9218863285844527,345,64,91,0,91,0.0,100.0,91,91,0,0,0,0,91,21,1.0,91,2,212,270,2.967032967032967,270,0,1.0,0.0,,
3,1000184,AS013,KH0014,AS013,AS013,,"Niedersächsische Landesmuseum, Hanover, West Germany",10086,,Unknown,Unknown,11,8.181818181818182,1,0,0,7,4,4,0.30136988663888953,432,1,90,0,0,0.0,0.0,0,90,1,1,0,0,0,4,1.0,90,11,47,55,0.6111111111111112,0,0,0.0,0.0,"1. Most values are below 10; the maximum value is 61.<br/>2. Groups of W alternate with groups of different colors until the top cord occurs.<br/>3. Using 4 individual colors, 10 different colors are constructed,",
290,1000271,UR091,KH0327,UR091,UR091,,Museo Temple Radicati,2,,Unknown,Santa,3,41.666666666666664,2,0,0,0,3,0,0.5076400981755983,203,0,125,0,93,0.0,100.0,93,90,0,0,35,125,0,7,1.3888888888888888,125,21,67,140,1.12,0,140,0.0,1.0,"1. Several cords end with a hint of dark brown; based on existing cords, these were probably dark brown spliced to the top color.  Again judging from similar existing cords, they could have had a 1E knot.","<br/>The doubled end of the primary cord is wrapped for 2.5 cm with white thread. The borla is attached to the double end and is strong yellow (SY), probably camelid.   The cord itself is of three components: (AB - W) - AB - W"
328,1000312,UR1091,KH0104,AS091,UR1091,,"Museum Fur Volkerkunde, Munich, W. Germany",26T580,,Unknown,Unknown,21,4.238095238095238,1,0,0,13,8,3,0.9188215354939889,452,14,89,0,89,0.0,100.0,89,89,0,0,0,89,0,9,1.0,89,5,103,122,1.3707865168539326,16,103,0.13114754098360656,0.8442622950819673,"1.   By spacing, there are 3 groups followed by a single pendant, then 9 groups followed by a single pendant, then 6 groups followed by a single pendant.<br/>2.   Groups 4-11 are paired in size and color.  The number of pendants per group are 5, 5, 4, 4, 3, 3, 2, 2, respectively.  The first 2 of these groups each have 3W and 2KB cords but in different orders; then 2 groups have the color pattern KB, MB, W, MB; the next 2 groups continue this pattern but without the final color (KB, MB, W); and the last 2 groups are both all W.  Groups 13-18 are also paired in color: 2 groups are W; then 2 are MB; and then 2 are W.<br/>3.   Many of the pendants contain multiple values.  For example, we interpret the value of pendant 11 as 5&8, and the value of pendant 77 as 16&9.  With this interpretation, the values of the 12 pendants in groups 15 and 16 sum to the value of the single pendant that follows them.  (Note that the automatic summation in this program does not reflect this.)<br/>3.   Acquired by Princess Theresa (of Bavaria); perhaps from Gaffron; she gave it to the museum.<br/>4.   All pendant strings are final S ply.<br/>5.   All pendant <br/>6.   All pendant attachments are verso (as khipu now lies).<br/>7.   Knot directions are as follows: E knots = S; L knots = Z; S knots = Z.",
638,6000081,UR110,KH0346,UR110,UR110,,Museo Temple Radicati,unnumbered,,Unknown,Unknown,89,1.0,1,0,0,89,0,0,0.7348784381055854,612,50,89,0,0,0.0,0.0,0,89,0,0,0,0,89,7,1.0,89,7,139,140,1.5730337078651686,96,44,0.6857142857142857,0.3142857142857143,,"Beginning: ""needlework bundle"":  wrapping in brown and white stripes of ~.5cm ea. Wrapped over a core of cords."
325,1000310,UR1087,KH0100,AS087/N3,UR1087,,"Museum Fur Volkerkunde, Munich, W. Germany",G3304,,Unknown,Peru,2,48.5,2,0,0,1,1,0,0.9486175635887708,63,21,97,49,40,55.0,45.0,89,89,0,0,8,61,36,305,1.0898876404494382,97,6,175,264,2.7216494845360826,2,252,0.007575757575757576,0.9545454545454546,"1.  No numerical interpretation is possible as the knot clusters do not conforum to the base ten positional system.  Nineteen different knots or figure eight knots followed by single knots, and long knots or single knots followed by long knots.  Also, there are 13 knots which contain 10, 11, 12, or 13 knots.<br/>2.  Construction note: Several long knots of 2 or 3 are constructed in a reverse manner.  -- This is incorrect.  As on AS95, long knots on this sample are Z or (in a few cases) no axis knots.<br/>3.  AS87, 89, 90, 92, 93, 94 are associated in that the Museum designates them all as donated by Gaffron.  Peru is given as the provenance.<br/>4.  AS87 is also discussed by Nordenskiold (see Introduction, Table 3).<br/>5.  Comparison of AS87, 89, 90, 92, 93, 94:",
581,6000023,KH0083,KH0083,AS070,KH0083,chilean khipu,Museo Chileno de Arte Precolombino,780,,"Inka, Playa Miller",Mollepampa,60,9.75,6,0,0,50,3,2,0.5625775308863007,364,0,585,87,0,100.0,0.0,87,88,0,0,497,584,0,26,6.6477272727272725,585,52,61,947,1.6188034188034188,875,69,0.9239704329461457,0.07286166842661035,,"10- In general, the subsidiaries of pendants on khipu UR35 are oriented so that those on adjacent pendants go in opposite directions. This should/may form paired sets of pendants. However, this feature seems to be more common on the first half of the khipu than the second half."
368,1000120,UR1145,KH0161,AS145,UR1145,,"Museum für Völkerkunde, Berlin",VA42533,,Unknown,Pachacamac,9,10.0,2,0,0,5,4,1,0.8553568179004368,94,17,90,0,0,0.0,0.0,0,88,0,0,2,90,0,212,1.0227272727272727,90,5,139,281,3.1222222222222222,79,201,0.28113879003558717,0.7153024911032029,See AS097 for a complete listing of all Pachacamac khipus.,
326,1000313,UR1088,KH0101,AS088/N6,UR1088,,"Museum Fur Volkerkunde, Munich, W. Germany",G3297,,Unknown,Huacho,25,3.8,2,0,0,0,25,1,0.8575813661839583,538,0,95,95,0,100.0,0.0,95,87,0,0,8,95,0,5,1.0919540229885059,95,5,91,103,1.0842105263157895,95,4,0.9223300970873787,0.038834951456310676,"1.  The Museum designates the quipu as donated by Gaffron.  Huacho u. Pachacamac is the provenance.<br/>2.  AS088 is also discussed by Nordeskiold (see Introduction, Table 3).<br/>3.  By spacing, the quipu is separated into 25 groups.  Groups 2-13 and groups 14-23 are united by values and color pattern.  Group 24 is separated from group 23 by a much larger space on the main cord.  Hence, the quipu can be described as in 4 parts: Part I contains 1 group of 2 pendants; Part II is groups 2-13; Part III is groups 14-23; and Part IV is groups 24-25.<br/>4.  Part II consists of 12 groups of 4 pendants each.  (The first group has an additional blank pendant.)  For every group, the color pattern is YB: W, MB, W, MB.  Subsidiaries appear only on the 2nd and 3rd pendant positions: those in the second position are YB and those in the third are W.  The values on the first, second, and fourth pendants of the first group are the sums of the pendant values in the corresponding positions in the remaining 11 groups.  The value on the third pendant is 14 which is 3 more than the sum of the corresponding values.  The values on the subsidiaries are not included in the summations.<br/>5.  Part II consists of 10 groups.  <br/>6.  The sum of the subsidiary values omitted from the sums in Part II are equal to the sum of the subsidiary and extra pendant value omitted from the sums in Part III.  Also, in both parts, it is the 3rd pendant in the first group whose value is not the exact sum of the corresponding values.  Both of them have value 14: and, in one case, it was 3 in excess of the corresponding values; in the other case, there is a deficit of 2.",
236,1000380,UR034,KH0267,UR034,UR034,,"Museo de la Nacion, Lima, Peru",T5730 / 26865,"Museo de Archaeologia, Enologia y Historia (Pueblo Libre)",Unknown,Unknown,38,4.947368421052632,4,0,0,16,19,1,0.9533293705880419,223,3,188,47,38,55.0,45.0,85,87,0,0,101,185,0,20,2.160919540229885,188,20,114,331,1.7606382978723405,21,310,0.0634441087613293,0.9365558912386707,,
196,1000635,JC011,KH0618,JC011,JC011,,Proyecto Incahuasi,PAI-008-2016,,Unknown,Incahuasi,6,14.5,1,0,0,2,4,0,0.7850451822754605,632,40,87,87,0,100.0,0.0,87,87,0,0,0,0,87,3,1.0,87,24,69,175,2.0114942528735633,1,174,0.005714285714285714,0.9942857142857143,,
605,6000047,MM020,MM020,MM020,MM020,none,"Linden Museum, Stuttgart, Germany",69195,,unknown,unknown,20,4.45,2,0,0,3,17,1,0.6658899464400979,82,0,89,87,0,100.0,0.0,87,87,0,0,2,89,0,32,1.0229885057471264,89,6,90,208,2.337078651685393,9,199,0.04326923076923077,0.9567307692307693,,
484,1000528,UR217,KH0455,UR217,UR217,,"Ethnologisches Museum, Berlin, Germany",44864 a,,"South Coast, Peru",Ocucaje,5,23.8,3,0,0,1,4,0,0.5874886493699999,60,4,119,67,19,78.0,22.0,86,87,0,0,32,118,0,100,1.367816091954023,119,15,116,303,2.546218487394958,0,302,0.0,0.9966996699669967,,
19,1000201,AS029,KH0031,AS029,AS029,,"Museum Voor Land-en Volkenkunde, Rotterdam, Holland",40145,,Unknown,Aankoop,14,10.214285714285714,4,0,0,1,12,2,0.9165729197427221,262,0,143,0,0,0.0,0.0,0,87,0,0,56,0,0,283,1.6436781609195403,143,15,137,483,3.3776223776223775,0,0,0.0,0.0,"1. The end of penant 43 is formed into a loop 1.0 cm long.<br/>2. Pendant 70 is mended at 5.5 cm. It appears to have been replaced upside down so the knot order is reversed and was 6s, 5L, end knot rather than 1s, 5L, 6s.  The value would then by 1?65.<br/>3. The main cord is mended between pendants 71 and 72.  Hence, some of the main cord and pendant cords might be missing.<br/>4. The Museum records the acquisition as Aankoop, July 1956.<br/>5. Using 6 basic colors, 18 additional cord colors were created.  DB appears alone, is twisted with W, is mottled with W, is joined with W in three different orders (DB/W, W/DB/W, DB/W/DB), is twisted with BL, and is joined with BL.  The DB-BL twist is joined with W and is joined with DB, while the DB-W twist is twisted again with DB, and the mottled DB:W is joined with DB.  LB appears alone, is twisted with W, is joined with W is two different orders (LB/W, W/LB), is twisted with BL and is joined with BL.  YB appears alone, is mottled with W, and is mottled with BL.  BL and W each appear alone as well as in the combinations described above.  BB only appears alone.<br/>6. By spacing, there are 14 groups varying from 1 pendant to 16 pendants per group.<br/>7. Groups 1, 2, 5, 6, 8, and 10 have subsidiaries and the other 8 groups do not. <br/>8. (a) Five of the 6 pendants in group 5 can be related by summing: P5 = P2 + P3 + P4 + P6.<br/>9. Group 2 contains 16 pendants with pendants 1-4, 6-9, and 11-14 forming related subgroups within it...",
467,1000511,UR200,KH0438,UR200,UR200,,"Ethnologisches Museum, Berlin, Germany",VA42597(B),,"Central Coast, Peru",Pachacamac,14,6.142857142857143,1,0,0,14,0,0,0.7192621866359656,24,1,86,4,80,5.0,95.0,84,86,4,7,0,84,0,510,1.0,86,8,192,506,5.883720930232558,1,505,0.001976284584980237,0.9980237154150198,1) The primary cords of UR200 and UR201 have been joined in a needlework bundle. Because of the distinction of the structure of the primary cords these two linked samples have been described as two separate khipus: UR 200 and UR 201. (illustration),Both needlework bundles have tassels
463,1000507,UR196,KH0434,UR196,UR196,,"Ethnologisches Museum, Berlin, Germany",42521,,"Central Coast, Peru",Pachacamac,9,15.555555555555555,2,0,0,3,6,2,0.48905207312495347,510,5,140,74,9,89.0,11.0,83,86,0,0,54,136,0,3,1.627906976744186,140,21,100,136,0.9714285714285714,51,75,0.375,0.5514705882352942,,
518,1000597,UR255,KH0491,UR255,UR255,,Projecto Incahuasi,9228-13,,Unknown,Incahuasi,29,3.0689655172413794,1,0,0,24,5,8,0.7252049687518217,84,2,89,86,0,100.0,0.0,86,86,0,1,0,89,0,56,1.0,86,4,156,277,3.1123595505617976,17,260,0.061371841155234655,0.9386281588447654,,
2,1000180,AS012,KH0013,AS012,AS012,,"Niedersächsische Landesmuseum, Hanover, West Germany",10217,,Unknown,Unknown,7,15.0,2,0,0,5,2,0,0.19384756582252072,389,0,105,0,0,0.0,0.0,0,85,0,0,20,0,0,1,1.2352941176470589,105,5,34,38,0.3619047619047619,0,0,0.0,0.0,"1. Construction note: MB is joined to W at 7 cm. consistantly.<br/>2. No numbers or subsidiaries appear on the last 41 pendants which are separated from the first 44 pendants by the knot on the main cord.<br/>3. Grouping is by color: groups 1, 2, 3 are MB, MB/W, W respectively, and this is repeated in groups 4, 5, 6.",
642,6000085,UR165,KH0404,UR165,UR165,,Puruchuco Museum,0638/SP642 Tex 0640 (R.M.RT0638),,Puruchuco,La Molina,18,12.5,4,0,0,10,8,2,0.8205712330886783,44,1,225,83,0,100.0,0.0,83,85,0,0,140,223,0,3673,2.6470588235294117,225,11,180,1154,5.128888888888889,0,1154,0.0,1.0,,possibly vegetal fiber in the last 8.0 cm
609,6000051,QU002,QU002,QU02,QU002,,Dallas Museum of Art,B376/T41299.23,,"Inka, Late Horizon",Unknown,10,9.1,2,0,0,3,7,2,0.5774847357275117,541,0,91,84,2,98.0,2.0,86,85,0,0,6,90,0,5,1.0705882352941176,91,7,68,89,0.978021978021978,84,2,0.9438202247191011,0.02247191011235955,,
113,1000164,AS199,KH0217,AS199,AS199,,"American Museum of Natural History, NY",41.0/7305A,,Unknown,Unknown,24,3.5833333333333335,2,0,6,13,10,0,0.9080284156051466,72,0,86,50,24,68.0,32.0,74,85,12,12,1,85,1,103,1.011764705882353,86,13,158,420,4.883720930232558,35,383,0.08333333333333333,0.9119047619047619,,<br/>The twisted end of the main cord was folded back and secured with a white cord wrapping.
537,1000615,UR273A,KH0510,UR273A,UR273A,,Proyecto Incahuasi,13831-2014,,Unknown,Incahuasi,34,2.4411764705882355,1,0,0,9,25,11,0.10603684626281062,8,0,83,0,83,0.0,100.0,83,83,0,0,0,83,0,112,1.0,83,6,67,191,2.3012048192771086,17,174,0.08900523560209424,0.9109947643979057,,
530,1000608,UR267A,KH0503,UR267A,UR267A,,Proyecto Incahuasi,13092,,Unknown,Incahuasi,29,2.8275862068965516,1,0,0,7,22,3,0.8330954271456019,132,2,82,0,82,0.0,100.0,82,82,0,0,0,82,0,78,1.0,82,3,182,348,4.2439024390243905,59,289,0.16954022988505746,0.8304597701149425,,
167,1000563,HP034,KH0566,HP034,HP034,,"Museo Nacional de Arqueología, Antropología e Historia del Perú",MNAAHP1721,,Unknown,"Ullujaya, Ocucaje, Ica",8,10.25,1,0,0,3,5,2,0.6909789214028876,75,0,82,82,0,100.0,0.0,82,82,0,0,0,82,0,278,1.0,82,11,127,303,3.6951219512195124,0,303,0.0,1.0,,
296,1000340,UR097,KH0333,UR097,UR097,,Museo Temple Radicati,9,,Unknown,Unknown,10,23.0,4,0,0,2,8,1,0.7042438856315896,522,0,230,22,56,28.0,72.0,78,81,0,0,149,227,1,2,2.8395061728395063,230,31,44,183,0.7956521739130434,105,78,0.5737704918032787,0.4262295081967213,"The pink (PK) string with a white section are remarkably consistent in color positions. (eg pendants 17s2, 22s1, 23s1...) There is no evidence of splicing; rather the cords suggest resist dyeing (links to Nazca or Charcay?)",
332,1000040,UR1098,KH0111,AS098,UR1098,,"Museum für Völkerkunde, Berlin",VA16136,,Unknown,Between Ica and Pisco,15,6.733333333333333,2,0,0,1,14,13,0.4744351366655213,184,0,101,0,0,0.0,0.0,0,80,0,0,21,101,0,12,1.2625,101,7,47,114,1.1287128712871286,6,107,0.05263157894736842,0.9385964912280702,"AS98, AS108, AS113, AS114, AS159, AS160, AS173, and AS 174 were acquired by the Museum in 1904 with provenance between Ica and Pisco.  For a discussion of them, see #5, Ascher and Ascher 1987:687-689.","<br/>The main cord begins with a woven cord ball.  The ball is DB, 1.0 cm thick, and 1.5 cm long.  The main cord is S-spun, Z-plyed, S-plyed.  Double cords."
375,1000127,UR1152,KH0168,AS152,UR1152,,"Museum für Völkerkunde, Berlin",VA47076,,Unknown,Ica,24,4.916666666666667,2,0,0,6,18,4,0.9474480995108628,98,0,118,0,0,0.0,0.0,0,80,0,0,38,118,0,108,1.475,118,16,130,423,3.5847457627118646,0,392,0.0,0.9267139479905437,See AS100 for all Ica khipus,"<br/>Main cord: three strand, Z-spun, S-plyed"
384,1000285,UR116A,KH0352,UR116A,UR116A,,"Museum of Worldculture, Goteborg, Sweden",1929.26.0157a-b,,Unknown,Unknown,8,19.625,3,0,0,3,5,0,0.8277743636689511,515,0,157,45,31,59.0,41.0,76,80,0,0,77,153,0,3,1.9625,157,28,66,139,0.8853503184713376,0,138,0.0,0.9928057553956835,Cotton khipu in two parts. Recorded here as UR116A and UR116B.,<br/>There are an additional 3 strings tied on with red thread between pendants 2 and 4.
136,1000422,HP003,KH0535,HP003,HP003,HP/AR 003,Museo de Sitio de Pachacamac,MSP 1389/RN 43370,,Unknown,Pachacamac,14,6.857142857142857,2,0,0,0,14,6,0.6537549960278715,86,0,96,80,0,100.0,0.0,80,80,0,0,16,96,0,52,1.2,96,12,107,287,2.9895833333333335,7,280,0.024390243902439025,0.975609756097561,,
577,6000019,KH0058,KH0058,AS047,KH0058,,"Museo Nacional de Arqueología, Antropología e Historia de Perú",MNAAHP1748,,Unknown,Unknown,10,17.8,2,0,0,0,10,4,0.9843126028497038,351,0,178,0,0,0.0,0.0,0,80,0,0,98,0,0,16,2.225,178,16,144,339,1.904494382022472,0,0,0.0,0.0,,
489,1000534,UR223,KH0461,UR223,UR223,,"Ethnologisches Museum, Berlin, Germany",VA 47077,,"South Coast, Peru",Ica,9,8.88888888888889,1,0,0,0,9,1,0.8429563331884949,335,0,80,0,80,0.0,100.0,80,80,0,0,0,80,0,20,1.0,80,4,119,161,2.0125,158,3,0.9813664596273292,0.018633540372670808,,
576,6000018,KH0057,KH0057,AS046,KH0057,,"Museo Nacional de Arqueología, Antropología, e Historia del Perú",MNAAHP5693,,Unknown,Unknown,33,3.787878787878788,4,0,0,11,22,6,0.6846544259509637,553,0,125,50,27,65.0,35.0,77,79,0,0,46,125,0,11,1.5822784810126582,125,14,63,160,1.28,137,23,0.85625,0.14375,,
23,1000236,AS037,KH0048,AS037,AS037,,"Museo Jijon y Caamano, Pontificia Universidad Catolica del Ecuador, Quito, Ecuador",P501B,,Unknown,Unknown,7,11.714285714285714,2,0,0,0,7,5,0.4296170089140797,237,2,82,0,0,0.0,0.0,0,78,0,0,4,0,0,19,1.0512820512820513,82,13,57,122,1.4878048780487805,0,0,0.0,0.0,"1. Since the position of the s and L knots are inconsistant, no numerical interpretation is given.<br/>2. AS037 and AS036 are associated.  For a discussion of them, see AS036.<br/>3. As with AS036, the observations state that because of inconsistencies in S and L knot placement, no numerical interpretation is possible, but the knots have been assigned values in the database.",
330,1000315,UR1096,KH0109,AS096,UR1096,,"Museum Fur Volkerkunde, Munich, W. Germany",G3300,,Unknown,Pachacamac,22,3.909090909090909,2,1,7,21,1,0,0.7452978920679003,463,0,86,0,86,0.0,100.0,86,77,8,11,9,86,0,5,1.1168831168831168,86,7,64,84,0.9767441860465116,0,43,0.0,0.5119047619047619,"1.  AS095 and AS096 are associated in that they are both designated by the Museum as donated by Gaffron.  The provenance is Pachacamac.  They are quite dissimilar in construction.<br/>2.  In each group, with the exception of group 6, the pendants and top cord are the same color.  In group 6, the first 3 pendants are one color and the last 3 pendants and top cord are all of another color.  The subsidiaries do not necessarily match the pendants in color.<br/>3.  Assuming the direction of the pendants are listed correctly, the value on pendant 3 is the maximum in all complete groups.  Moreover, in groups 2, 3, and 4, the value on pendant 3 is exactly double the sum of the values on the other pendants in the group.  <br/>4.  With the exception of a difference of 1 in group 2, the values on the top cords in groups 2-8 are the sums of the values on the pendants in their respective groups.  In group 1, there is too much breakage to make a comparison.  In groups 9-11, the top cord values are all 0 (or blank) but the pendant sums are not necessarily 0.<br/>5.  The values on the first 4 pendants of group 7 are the sums of the values in the corresponding positions in groups 4-6.  That is,<br/>6.  The packet containing the fragments of this khipu does not appear as of 6/20/2005 to contain all the fragments noted.  Due to this fact, as well as the fragility of the sample, the knot directions have only been recorded for Fragment 2 (cords 19-T8).<br/>7.  Ascher gives no measurements for lengths of cords or fragments for khipu AS096.  To preserve the linearity of the khipu for database entry, cord lengths have been assigned arbitrarily with the following criteria: (1) each group of 6 cords is 3 cm long (0.5 cm per cord); (2) each group of 6 cords is separated from the next group by 1 cm; (3) each fragment of the khipu is separated from the next fragment by 2 cm.<br/>8.  The main cord consisted of 4 fragments.",
469,1000513,UR202,KH0440,UR202,UR202,,"Ethnologisches Museum, Berlin, Germany",42543,,"Central Coast, Peru",Pachacamac,9,12.555555555555555,3,0,0,0,9,4,0.7234108689057989,69,0,113,77,0,100.0,0.0,77,77,0,0,36,113,0,41,1.4675324675324675,113,13,80,206,1.823008849557522,16,190,0.07766990291262135,0.9223300970873787,,
232,1000304,UR028,KH0263,UR028,UR028,,"Museum Fur Volkerkunde, Munich, W. Germany",s/n C,,Nazca,Atarco,8,11.375,2,0,0,4,4,1,0.755406963796038,602,0,91,75,0,100.0,0.0,75,76,0,0,15,89,1,3,1.1973684210526316,91,3,62,73,0.8021978021978022,44,29,0.6027397260273972,0.3972602739726027,,
243,1000241,UR046,KH0276,UR046,UR046,,Museo Larco,#2,,Unknown,"Pueblo Libre, Lima, Peru",7,12.285714285714286,2,0,0,6,1,1,0.027391034309209306,635,0,86,0,9,0.0,100.0,9,76,0,0,10,11,0,11,1.131578947368421,86,2,11,27,0.313953488372093,4,23,0.14814814814814814,0.8518518518518519,,
639,6000082,UR112,KH0348,UR112,UR112,,Museo Temple Radicati,1924.18.0001,,Unknown,Unknown,76,1.0,1,0,0,76,0,0,0.761718781976871,611,37,76,0,0,0.0,0.0,0,76,0,0,0,0,76,7,1.0,76,7,117,117,1.5394736842105263,114,0,0.9743589743589743,0.0,,Structure: braided (over a core)
194,1000633,JC009,KH0616,JC009,JC009,,Proyecto Incahuasi,PAI-007-2016,,Unknown,Incahuasi,8,9.5,1,0,0,0,8,0,0.9375208922148529,641,53,76,69,7,91.0,9.0,76,76,0,0,0,0,76,10,1.0,76,19,95,296,3.8947368421052633,2,294,0.006756756756756757,0.9932432432432432,,
493,1000538,UR228,KH0465,UR228,UR228,,"Ethnologisches Museum, Berlin, Germany",VA 44677 a(b),,"South Coast, Peru",Pisco,39,1.9230769230769231,1,0,0,6,33,0,0.44111098767566714,134,0,75,21,52,29.0,71.0,73,75,0,0,0,73,0,22,1.0,75,13,45,168,2.24,0,168,0.0,1.0,,Knotted attachments to UR227 at 1.5 and 72.5 cm
22,1000235,AS036,KH0047,AS036,AS036,,"Museo Jijon y Caamano, Pontificia Universidad Catolica del Ecuador, Quito, Ecuador",P501A,,Unknown,"Maranga, Huaca 1",9,9.0,4,0,0,0,9,1,0.8196257599343086,239,5,81,0,0,0.0,0.0,0,74,0,0,7,0,0,24,1.0945945945945945,81,15,77,150,1.8518518518518519,0,0,0.0,0.0,"1. Since the positions of the s and L knots are inconsistant, no numerical interpretation is given.<br/>2. AS036 and AS037 are associated and have the same Museum number.  They are mentioned in Maranga: Contribucion al Conocimiento de los Aborigenes del Valle del Rimae, Peru, J. Jijon Y Caamano, La Prensa Catolica, Quito-Equador, 1949.  Their provenance is Maranga, Huaca 1.  They were excavated in 1925 and were found in association with 4 burials.  A purse (Museum number P688) was recovered in the same context, as were pottery vessels, gourds, and shells.<br/>3. The colors W, G, RD, SB, BB, CB, and KG appear alone or in combination on both AS036 and AS037.  AS037 uses the 2 additional colors B and LG.  Neither of the quipus have been given numerical interpretations.<br/>correction of note 2: ""... Contribucion al Conocimiento de los Aborigenes del Valle del Rimac, ...""<br/>4. The observations state that the given quipu has been given no numerical interpretation, but all knots on the database are given a value.",
273,1000250,UR073,KH0310,UR073,UR073,,Puruchuco Museum,Tex 0637 Rt 0635/28,"Khipu fragmentado, 3 paquetes",Puruchuco,Unknown,16,4.625,1,0,0,7,9,3,0.4490532162166929,166,1,74,69,0,100.0,0.0,69,74,0,0,0,68,0,15,1.0,74,9,49,68,0.918918918918919,14,52,0.20588235294117646,0.7647058823529411,The primary cord is broken at both ends; khipu is probably incomplete.  There are markers of thread wrapping around primary cord.,<br/>Very little of primary cord visible.  There are markers of thread wrapping around primary cord.
